id,model_year,model_type,mileage,condition,sale_price,sale_date,source
y00001,1995,911,79000,Fair,46000,2020-11-30,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-48/
y00002,2006,911,52000,Fair,23000,2020-11-30,https://bringatrailer.com/listing/2006-porsche-cayenne-titanium-edition/
y00003,2001,Boxster,29000,Fair,16300,2020-11-30,https://bringatrailer.com/listing/2001-porsche-boxster-s-53/
y00004,2006,911,171000,Fair,37000,2020-12-01,https://bringatrailer.com/listing/2006-porsche-cayenne-turbo-s-2/
y00005,1986,944,123000,Fair,10950,2020-12-01,https://bringatrailer.com/listing/1986-porsche-944-turbo-159/
y00006,1990,911,39000,Fair,78000,2020-12-01,https://bringatrailer.com/listing/1990-porsche-911-carrera-targa-7/
y00007,1967,912,51000,Fair,38000,2020-12-01,https://bringatrailer.com/listing/1967-porsche-912-18-2/
y00008,2006,911,51000,Fair,38599,2020-12-01,https://bringatrailer.com/listing/2006-porsche-911-carrera-s-76/
y00009,1970,911,63000,Fair,43750,2020-12-01,https://bringatrailer.com/listing/1970-porsche-911t-targa-18/
y00010,2003,911,71000,Fair,29250,2020-12-01,https://bringatrailer.com/listing/2003-porsche-911-carrera-46/
y00011,1989,944,18000,Fair,67000,2020-12-02,https://bringatrailer.com/listing/1989-porsche-944-turbo-21/
y00012,2013,911,18000,Fair,68500,2020-12-02,https://bringatrailer.com/listing/2013-porsche-911-carrera-s-11/
y00013,2002,Boxster,43000,Fair,14750,2020-12-02,https://bringatrailer.com/listing/2002-porsche-boxster-11/
y00014,1988,911,101000,Fair,44750,2020-12-02,https://bringatrailer.com/listing/1988-porsche-911-carrera-cabriolet-25/
y00015,1975,914,10000,Fair,80000,2020-12-02,https://bringatrailer.com/listing/1975-porsche-914-2-0-17/
y00016,2005,911,32000,Fair,51500,2020-12-02,https://bringatrailer.com/listing/2005-porsche-911-turbo-s-46/
y00017,2011,911,22000,Fair,87500,2020-12-03,https://bringatrailer.com/listing/2011-porsche-911-turbo-s-23/
y00018,1991,911,69000,Fair,66500,2020-12-03,https://bringatrailer.com/listing/1991-porsche-911-carrera-2-40/
y00019,2008,911,92000,Fair,73500,2020-12-03,https://bringatrailer.com/listing/2008-porsche-911-gt3-11/
y00020,1971,911,70000,Fair,55555,2020-12-03,https://bringatrailer.com/listing/1971-porsche-911t-47/
y00021,2009,911,44000,Fair,42250,2020-12-03,https://bringatrailer.com/listing/2009-porsche-911-carrera-8/
y00022,1957,356,33000,Excellent,230000,2020-12-04,https://bringatrailer.com/listing/1957-porsche-356a-1600-6/
y00023,2001,Boxster,38000,Fair,13500,2020-12-04,https://bringatrailer.com/listing/2001-porsche-boxster-2-7-24/
y00024,2007,911,7000,Fair,73000,2020-12-04,https://bringatrailer.com/listing/2007-porsche-911-turbo-84/
y00025,1980,911,174000,Fair,32000,2020-12-04,https://bringatrailer.com/listing/1980-porsche-911sc-targa-36/
y00026,2005,911,36000,Fair,55000,2020-12-04,https://bringatrailer.com/listing/2005-porsche-911-turbo-s-47/
y00027,1960,356,69000,Fair,71500,2020-12-07,https://bringatrailer.com/listing/1960-porsche-356b-t5-coupe-10/
y00028,1987,928,59000,Fair,32500,2020-12-07,https://bringatrailer.com/listing/1987-porsche-928-s4-76/
y00029,1999,911,57000,Fair,20000,2020-12-07,https://bringatrailer.com/listing/1999-porsche-911-carrera-154/
y00030,2000,911,61000,Fair,97000,2020-12-08,https://bringatrailer.com/listing/2000-porsche-911-gt3-clubsport/
y00031,2008,911,21000,Fair,83500,2020-12-08,https://bringatrailer.com/listing/2008-porsche-911-turbo-20/
y00032,1974,911,2000,Fair,27000,2020-12-08,https://bringatrailer.com/listing/1974-porsche-911s-13/
y00033,1976,912,8700,Fair,29000,2020-12-08,https://bringatrailer.com/listing/1976-porsche-912e-32/
y00034,2007,Cayman,2000,Fair,29007,2020-12-08,https://bringatrailer.com/listing/2007-porsche-cayman-23/
y00035,1980,911,10000,Fair,275000,2020-12-08,https://bringatrailer.com/listing/rsr-style-1980-porsche-911sc/
y00036,1973,911,26000,Fair,156000,2020-12-08,https://bringatrailer.com/listing/1973-porsche-911t-63/
y00037,1987,911,119000,Fair,59500,2020-12-08,https://bringatrailer.com/listing/1987-porsche-911-carrera-56/
y00038,1996,911,50000,Fair,67000,2020-12-08,https://bringatrailer.com/listing/1996-porsche-911-carrera-53/
y00039,1983,911,72000,Fair,65000,2020-12-08,https://bringatrailer.com/listing/1983-porsche-911sc-58/
y00040,1988,911,83000,Fair,65500,2020-12-09,https://bringatrailer.com/listing/1988-porsche-911-carrera-targa-28/
y00041,1994,968,110000,Fair,14500,2020-12-09,https://bringatrailer.com/listing/1994-porsche-968-cabriolet-26/
y00042,2002,911,86000,Fair,23250,2020-12-09,https://bringatrailer.com/listing/2002-porsche-911-carrera-63/
y00043,2007,911,6000,Fair,52000,2020-12-09,https://bringatrailer.com/listing/2007-porsche-911-carrera-15/
y00044,2018,911,3700,Fair,272000,2020-12-10,https://bringatrailer.com/listing/2018-porsche-gt2-rs-2/
y00045,2001,911,63000,Fair,18750,2020-12-10,https://bringatrailer.com/listing/2000-porsche-911-carrera-113/
y00046,1984,928,100000,Fair,14928,2020-12-10,https://bringatrailer.com/listing/1984-porsche-928s-37/
y00047,2007,911,9000,Fair,175000,2020-12-11,https://bringatrailer.com/listing/2007-porsche-gt3-rs-23/
y00048,1995,911,46000,Fair,49500,2020-12-11,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-47/
y00049,2017,911,14000,Fair,93500,2020-12-11,https://bringatrailer.com/listing/2017-porsche-911-carrera-gts-3/
y00050,1975,911,50000,Fair,22250,2020-12-11,https://bringatrailer.com/listing/1975-porsche-911-13/
y00051,1988,924,77000,Fair,10500,2020-12-11,https://bringatrailer.com/listing/1988-porsche-924s-23/
y00052,2001,911,37000,Fair,23000,2020-12-11,https://bringatrailer.com/listing/2001-porsche-911-carrera-cabriolet-28/
y00053,2009,911,31000,Fair,50250,2020-12-11,https://bringatrailer.com/listing/2009-porsche-911-carrera-9/
y00054,2012,911,8000,Fair,126000,2020-12-14,https://bringatrailer.com/listing/2012-porsche-911-carrera-gts-13/
y00055,2015,Cayman,43000,Fair,64500,2020-12-14,https://bringatrailer.com/listing/2015-porsche-panamera-turbo-s-2/
y00056,2001,911,50000,Fair,30996,2020-12-14,https://bringatrailer.com/listing/2001-porsche-911-carrera-58/
y00057,2007,911,53000,Fair,48700,2020-12-14,https://bringatrailer.com/listing/2007-porsche-911-carrera-4s-31/
y00058,2009,911,117000,Fair,28700,2020-12-14,https://bringatrailer.com/listing/2009-porsche-cayenne-gts-28/
y00059,2002,911,29000,Fair,40252,2020-12-14,https://bringatrailer.com/listing/2002-porsche-911-carrera-4s-37/
y00060,1987,928,73000,Fair,32000,2020-12-14,https://bringatrailer.com/listing/1987-porsche-928-s4-75/
y00061,1997,911,40000,Fair,100993,2020-12-14,https://bringatrailer.com/listing/1997-porsche-911-carrera-4s-23/
y00062,2014,911,12000,Fair,109000,2020-12-15,https://bringatrailer.com/listing/2014-porsche-911-50th-anniversary-10/
y00063,2001,911,83000,Fair,24000,2020-12-15,https://bringatrailer.com/listing/2001-porsche-911-carrera-55/
y00064,2007,911,35000,Fair,69000,2020-12-15,https://bringatrailer.com/listing/2007-porsche-911-turbo-86/
y00065,1989,944,131000,Fair,17000,2020-12-15,https://bringatrailer.com/listing/1989-porsche-944-s2-21/
y00066,1976,912,93000,Fair,27000,2020-12-15,https://bringatrailer.com/listing/1976-porsche-912e-31/
y00067,2002,911,93000,Fair,23250,2020-12-15,https://bringatrailer.com/listing/2002-porsche-911-targa-15/
y00068,2004,Boxster,47000,Fair,26750,2020-12-15,https://bringatrailer.com/listing/2004-porsche-boxster-s-anniversary-edition-5/
y00069,1995,911,45000,Fair,80000,2020-12-15,https://bringatrailer.com/listing/1995-porsche-911-carrera-86/
y00070,1986,911,31000,Fair,73000,2020-12-15,https://bringatrailer.com/listing/1986-porsche-911-carrera-56/
y00071,2015,911,23000,Fair,116000,2020-12-15,https://bringatrailer.com/listing/2015-porsche-911-targa-4s-2/
y00072,1996,911,50000,Fair,71000,2020-12-16,https://bringatrailer.com/listing/1996-porsche-911-carrera-targa-29/
y00073,1980,928,82000,Fair,33333,2020-12-16,https://bringatrailer.com/listing/1980-porsche-928-13/
y00074,2002,Boxster,23000,Fair,22400,2020-12-16,https://bringatrailer.com/listing/2002-porsche-boxster-s-48/
y00075,2011,911,14000,Fair,117000,2020-12-17,https://bringatrailer.com/listing/2011-porsche-911-turbo-7/
y00076,1973,914,20000,Fair,25250,2020-12-17,https://bringatrailer.com/listing/1973-porsche-914-2-0-35/
y00077,1990,944,155000,Fair,13250,2020-12-17,https://bringatrailer.com/listing/1990-porsche-944-s2-cabriolet-55/
y00078,2017,911,36000,Fair,77101,2020-12-17,https://bringatrailer.com/listing/2017-porsche-911-carrera-cabriolet-2/
y00079,,911,,Fair,12161,2020-12-18,https://bringatrailer.com/listing/bosch-mechanical-fuel-injection-for-porsche/
y00080,1995,911,40000,Fair,59500,2020-12-18,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-993/
y00081,2006,911,109000,Fair,15250,2020-12-18,https://bringatrailer.com/listing/2006-porsche-cayenne-turbo-10/
y00082,1980,911,35000,Fair,26000,2020-12-18,https://bringatrailer.com/listing/1980-porsche-911sc-targa-37/
y00083,1999,911,92000,Fair,19250,2020-12-18,https://bringatrailer.com/listing/1999-porsche-911-carrera-162/
y00084,2001,911,116000,Fair,47000,2020-12-21,https://bringatrailer.com/listing/2001-porsche-911-turbo-117/
y00085,1974,911,30000,Fair,43750,2020-12-21,https://bringatrailer.com/listing/1974-porsche-911-s-targa/
y00086,1987,924,31000,Fair,4624,2020-12-21,https://bringatrailer.com/listing/1987-porsche-924s-41/
y00087,2008,911,18000,Fair,139997,2020-12-21,https://bringatrailer.com/listing/2008-porsche-911-gt3-rs-8/
y00088,2003,911,52000,Fair,28500,2020-12-21,https://bringatrailer.com/listing/2003-porsche-911-carrera-45/
y00089,2004,911,17500,Fair,46500,2020-12-21,https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-48/
y00090,1981,928,65000,Fair,7477,2020-12-21,https://bringatrailer.com/listing/1981-porsche-928-25/
y00091,1984,911,121000,Fair,30750,2020-12-21,https://bringatrailer.com/listing/1984-porsche-911-carrera-targa-14/
y00092,2018,911,600,Fair,340000,2020-12-22,https://bringatrailer.com/listing/2018-porsche-911-gt2-rs-weissach-11/
y00093,1993,911,40000,Fair,152000,2020-12-22,https://bringatrailer.com/listing/1993-porsche-911-jubilee-30th-anniversary-c4/
y00094,2009,Cayman,100000,Fair,21872,2020-12-22,https://bringatrailer.com/listing/2009-porsche-cayman-14/
y00095,1997,911,50000,Fair,59500,2020-12-22,https://bringatrailer.com/listing/1997-porsche-911-57/
y00096,1983,944,57000,Fair,10001,2020-12-22,https://bringatrailer.com/listing/1983-porsche-944-61/
y00097,2004,Boxster,75000,Fair,18750,2020-12-22,https://bringatrailer.com/listing/2004-porsche-boxster-s-tiptronic/
y00098,1981,911,124000,Fair,46750,2020-12-22,https://bringatrailer.com/listing/1981-porsche-911sc-35/
y00099,1999,911,51000,Fair,23250,2020-12-22,https://bringatrailer.com/listing/1999-porsche-911-carrera-153/
y00100,1958,356,77000,Excellent,375000,2020-12-23,https://bringatrailer.com/listing/1958-porsche-356a-speedster/
y00101,2008,911,7600,Fair,101975,2020-12-23,https://bringatrailer.com/listing/2008-porsche-911-turbo-21/
y00102,1987,944,27000,Fair,21750,2020-12-23,https://bringatrailer.com/listing/1987-porsche-944s-23/
y00103,1996,911,60000,Fair,64993,2020-12-23,https://bringatrailer.com/listing/1996-porsche-911-carrera-4s-42/
y00104,1970,914,97000,Fair,11750,2020-12-23,https://bringatrailer.com/listing/1970-porsche-914-22/
y00105,1983,911,1700,Fair,165000,2020-12-23,https://bringatrailer.com/listing/1983-porsche-911sc-60/
y00106,1986,911,162000,Fair,28000,2020-12-23,https://bringatrailer.com/listing/1986-porsche-911-carrera-cabriolet-27/
y00107,1984,911,84000,Fair,40500,2020-12-23,https://bringatrailer.com/listing/1984-porsche-911-carrera-targa-16/
y00108,1979,911,119000,Fair,46500,2020-12-23,https://bringatrailer.com/listing/1979-porsche-911sc-42/
y00109,2016,911,53000,Fair,33333,2020-12-23,https://bringatrailer.com/listing/2016-porsche-cayenne-s-e-hybrid-2/
y00110,1989,911,76000,Fair,53911,2020-12-23,https://bringatrailer.com/listing/1989-porsche-911-carrera-targa-24/
y00111,1987,911,153000,Fair,42000,2020-12-24,https://bringatrailer.com/listing/1987-porsche-911-carrera-55/
y00112,1991,911,108000,Fair,60000,2020-12-24,https://bringatrailer.com/listing/1991-porsche-911-carrera-4-17/
y00113,1997,911,79000,Fair,93500,2020-12-24,https://bringatrailer.com/listing/1997-porsche-911-carrera-s-24/
y00114,2017,911,28000,Fair,90500,2020-12-24,https://bringatrailer.com/listing/2017-porsche-911-carrera-c4s-5/
y00115,1988,911,115000,Fair,63911,2020-12-24,https://bringatrailer.com/listing/1988-porsche-911-carrera-targa-32/
y00116,2007,911,28000,Fair,55500,2020-12-24,https://bringatrailer.com/listing/2007-porsche-911-targa-4s-9/
y00117,2007,911,51000,Fair,57000,2020-12-24,https://bringatrailer.com/listing/2007-porsche-911-turbo-81-2/
y00118,1999,911,128000,Fair,14750,2020-12-24,https://bringatrailer.com/listing/1999-porsche-911-46/
y00119,1986,911,74000,Fair,76000,2020-12-28,https://bringatrailer.com/listing/1986-porsche-911-turbo-70/
y00120,1995,911,57000,Fair,57000,2020-12-28,https://bringatrailer.com/listing/1995-porsche-911-carrera-88/
y00121,2007,911,25000,Fair,50500,2020-12-28,https://bringatrailer.com/listing/2007-porsche-911-carrera-4s-32/
y00122,1982,911,57000,Fair,46000,2020-12-28,https://bringatrailer.com/listing/1982-porsche-911sc-85/
y00123,1987,928,57000,Fair,34000,2020-12-28,https://bringatrailer.com/listing/1987-porsche-928-s4-77/
y00124,1965,356,99000,Fair,60000,2020-12-28,https://bringatrailer.com/listing/1965-porsche-356sc-4/
y00125,2000,911,40000,Fair,26500,2020-12-28,https://bringatrailer.com/listing/2000-porsche-911-carrera-112/
y00126,2005,911,89000,Fair,37000,2020-12-29,https://bringatrailer.com/listing/2005-porsche-911-carrera-s-65/
y00127,1997,911,54000,Fair,57500,2020-12-29,https://bringatrailer.com/listing/1997-porsche-911-58/
y00128,2002,911,99000,Fair,22000,2020-12-29,https://bringatrailer.com/listing/2002-porsche-911-carrera-65/
y00129,1986,911,154000,Fair,41500,2020-12-29,https://bringatrailer.com/listing/1986-porsche-911-carrera-54/
y00130,1990,944,28000,Fair,27500,2020-12-29,https://bringatrailer.com/listing/1990-porsche-944-s2-cabriolet-58/
y00131,2002,Boxster,41000,Fair,19250,2020-12-29,https://bringatrailer.com/listing/2002-porsche-boxster-s-50/
y00132,1986,928,13000,Fair,54500,2020-12-29,https://bringatrailer.com/listing/1986-porsche-928-s4-2/
y00133,2005,Boxster,134000,Fair,10000,2020-12-30,https://bringatrailer.com/listing/2005-porsche-boxster-19/
y00134,1976,914,34000,Fair,33500,2020-12-30,https://bringatrailer.com/listing/1976-porsche-914-34/
y00135,1980,928,74000,Fair,14500,2020-12-30,https://bringatrailer.com/listing/1980-porsche-928-14/
y00136,1984,911,38000,Fair,72001,2020-12-30,https://bringatrailer.com/listing/1984-porsche-911-carrera-62/
y00137,2012,911,48000,Fair,53500,2020-12-31,https://bringatrailer.com/listing/2012-porsche-911-black-edition/
y00138,1986,911,42000,Fair,60411,2020-12-31,https://bringatrailer.com/listing/1986-porsche-911-carrera-cabriolet-28/
y00139,2002,911,44000,Fair,35000,2020-12-31,https://bringatrailer.com/listing/2002-porsche-911-carrera-67/
y00140,1971,911,29000,Fair,84000,2020-12-31,https://bringatrailer.com/listing/1971-porsche-911s-targa-8/
y00141,1970,911,,Fair,118000,2020-12-31,https://bringatrailer.com/listing/1970-porsche-911-rsr-style-race-car/
y00142,2000,911,50000,Fair,22500,2020-12-31,https://bringatrailer.com/listing/2000-porsche-911-carrera-115/
y00143,2004,911,39000,Fair,77000,2021-01-04,https://bringatrailer.com/listing/2004-porsche-911-gt3-25/
y00144,1996,911,70000,Fair,71000,2021-01-04,https://bringatrailer.com/listing/1996-porsche-911-16/
y00145,1977,911,16000,Fair,65500,2021-01-04,https://bringatrailer.com/listing/1977-porsche-911-carrera-3/
y00146,2000,Boxster,20000,Fair,20000,2021-01-04,https://bringatrailer.com/listing/2000-porsche-boxster-32/
y00147,2004,911,87000,Fair,44000,2021-01-04,https://bringatrailer.com/listing/2004-porsche-911-turbo-cabriolet-54/
y00148,1992,968,48000,Fair,24444,2021-01-04,https://bringatrailer.com/listing/1992-porsche-968-cabriolet-17/
y00149,1983,911,85000,Fair,59000,2021-01-04,https://bringatrailer.com/listing/1983-porsche-911sc-62/
y00150,1964,356,78000,Fair,70500,2021-01-04,https://bringatrailer.com/listing/1964-porsche-356c-38/
y00151,1999,911,126000,Fair,16246,2021-01-04,https://bringatrailer.com/listing/1999-porsche-911-carrera-163/
y00152,1973,911,14000,Fair,87000,2021-01-05,https://bringatrailer.com/listing/1973-porsche-911s-2-4l-coupe-5/
y00153,1995,911,80000,Fair,59000,2021-01-05,https://bringatrailer.com/listing/1995-porsche-911-carrera-85/
y00154,1986,911,66000,Fair,52000,2021-01-05,https://bringatrailer.com/listing/1986-porsche-911-carrera-57/
y00155,1982,911,145000,Fair,47250,2021-01-06,https://bringatrailer.com/listing/1982-porsche-911sc-88/
y00156,2010,911,19000,Fair,64600,2021-01-06,https://bringatrailer.com/listing/2010-porsche-911-carrera-s-11/
y00157,1978,928,131000,Fair,40249,2021-01-06,https://bringatrailer.com/listing/1978-porsche-928-27/
y00158,1985,944,81000,Fair,9500,2021-01-06,https://bringatrailer.com/listing/1985-porsche-944-50/
y00159,2006,911,2600,Fair,51500,2021-01-06,https://bringatrailer.com/listing/2006-porsche-911-carrera-30/
y00160,2013,911,9000,Fair,72000,2021-01-06,https://bringatrailer.com/listing/2013-porsche-911-carrera-s-14/
y00161,1985,911,90000,Fair,48750,2021-01-06,https://bringatrailer.com/listing/1985-porsche-911-carrera-69/
y00162,2001,911,76000,Fair,24500,2021-01-06,https://bringatrailer.com/listing/2001-porsche-911-carrera-57/
y00163,2006,911,82000,Fair,40000,2021-01-07,https://bringatrailer.com/listing/2006-porsche-911-carrera-s-78/
y00164,1984,928,125000,Fair,15500,2021-01-07,https://bringatrailer.com/listing/1984-porsche-928s-36/
y00165,2000,Boxster,68000,Fair,17000,2021-01-07,https://bringatrailer.com/listing/2000-porsche-boxster-s-40/
y00166,1969,912,37000,Fair,60412,2021-01-08,https://bringatrailer.com/listing/1969-porsche-912-49/
y00167,1999,911,66000,Fair,30750,2021-01-08,https://bringatrailer.com/listing/1999-porsche-911-carrera-168/
y00168,2002,911,86000,Fair,26500,2021-01-08,https://bringatrailer.com/listing/2002-porsche-911-carrera-4-cabriolet-20/
y00169,2015,911,13000,Fair,91000,2021-01-11,https://bringatrailer.com/listing/2015-porsche-911-targa-4s-3/
y00170,1986,944,77000,Fair,27500,2021-01-11,https://bringatrailer.com/listing/1986-porsche-944-turbo-160/
y00171,1975,914,10000,Fair,14000,2021-01-11,https://bringatrailer.com/listing/1975-porsche-914-26/
y00172,2001,911,102000,Fair,17500,2021-01-11,https://bringatrailer.com/listing/2001-porsche-911-carrera-60/
y00173,2003,911,45000,Fair,41750,2021-01-11,https://bringatrailer.com/listing/2003-porsche-911-carrera-4s-55/
y00174,1964,356,93000,Fair,85000,2021-01-12,https://bringatrailer.com/listing/1964-porsche-356c-39/
y00175,2006,Cayman,22000,Fair,28750,2021-01-12,https://bringatrailer.com/listing/2006-porsche-cayman-s-89/
y00176,2000,Boxster,44000,Fair,16500,2021-01-12,https://bringatrailer.com/listing/2000-porsche-boxster-s-38/
y00177,1971,914,29000,Fair,25000,2021-01-12,https://bringatrailer.com/listing/1971-porsche-914-17/
y00178,1983,911,126000,Fair,48911,2021-01-12,https://bringatrailer.com/listing/1983-porsche-911sc-61/
y00179,1982,928,34000,Fair,29000,2021-01-12,https://bringatrailer.com/listing/1982-porsche-928-33/
y00180,1984,911,154000,Fair,35000,2021-01-12,https://bringatrailer.com/listing/1984-porsche-911-carreara-targa-10/
y00181,1957,356,37000,Excellent,400000,2021-01-13,https://bringatrailer.com/listing/1957-porsche-356a-speedster-1600-16/
y00182,1989,911,18000,Fair,152000,2021-01-13,https://bringatrailer.com/listing/1989-porsche-911-speedster-26/
y00183,1986,944,50000,Fair,13500,2021-01-13,https://bringatrailer.com/listing/1986-porsche-944-47/
y00184,2001,911,7000,Fair,34500,2021-01-13,https://bringatrailer.com/listing/2001-porsche-911-carrera-54/
y00185,1990,928,84000,Fair,19928,2021-01-14,https://bringatrailer.com/listing/1990-porsche-928-s4-14/
y00186,1990,911,37000,Fair,68500,2021-01-14,https://bringatrailer.com/listing/1990-porsche-911-carrera-42/
y00187,1971,911,75000,Fair,77500,2021-01-14,https://bringatrailer.com/listing/1971-porsche-911e-18/
y00188,1979,911,63000,Fair,29500,2021-01-14,https://bringatrailer.com/listing/1979-porsche-911sc-targa-24/
y00189,1991,911,90000,Fair,28000,2021-01-14,https://bringatrailer.com/listing/1991-porsche-911-carrera-2-41/
y00190,1992,911,58000,Excellent,222000,2021-01-15,https://bringatrailer.com/listing/1992-porsche-911-cup-usa/
y00191,2005,911,87000,Fair,31000,2021-01-15,https://bringatrailer.com/listing/2005-porsche-911-carrera-55/
y00192,1984,911,126000,Fair,90000,2021-01-15,https://bringatrailer.com/listing/1984-porsche-911-carrera-64/
y00193,2007,911,21000,Fair,90000,2021-01-15,https://bringatrailer.com/listing/2007-porsche-pts-zanzibar-911-turbo-6-speed/
y00194,1988,911,79000,Fair,74000,2021-01-15,https://bringatrailer.com/listing/1988-porsche-911-carrera-78/
y00195,2002,Boxster,118000,Fair,11750,2021-01-15,https://bringatrailer.com/listing/2002-porsche-boxster-s-49/
y00196,1968,912,80000,Fair,19350,2021-01-15,https://bringatrailer.com/listing/1968-porsche-912-67/
y00197,2001,911,73000,Fair,32499,2021-01-15,https://bringatrailer.com/listing/2001-porsche-911-carrera-53/
y00198,1996,911,58000,Fair,56000,2021-01-15,https://bringatrailer.com/listing/1996-porsche-911-carrera-4-13/
y00199,1972,914,57000,Fair,16500,2021-01-18,https://bringatrailer.com/listing/1972-porsche-914-37/
y00200,1988,928,55000,Fair,19000,2021-01-18,https://bringatrailer.com/listing/1988-porsche-928-s4-61/
y00201,2017,911,28000,Fair,95500,2021-01-18,https://bringatrailer.com/listing/2017-porsche-911-4s-targa-exclusive-edition-3/
y00202,1983,911,63000,Fair,56789,2021-01-19,https://bringatrailer.com/listing/1983-porsche-911sc-63/
y00203,2000,Boxster,45000,Fair,16750,2021-01-19,https://bringatrailer.com/listing/2000-porsche-boxster-s-41/
y00204,1982,928,149000,Fair,13928,2021-01-19,https://bringatrailer.com/listing/1982-porsche-928-32/
y00205,2012,911,30000,Fair,91000,2021-01-19,https://bringatrailer.com/listing/2012-porsche-911-turbo-6/
y00206,2004,911,4800,Fair,50500,2021-01-19,https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-46/
y00207,2001,911,86000,Fair,27500,2021-01-19,https://bringatrailer.com/listing/2001-porsche-911-carrera-63/
y00208,1979,911,214000,Fair,34911,2021-01-19,https://bringatrailer.com/listing/1979-porsche-911sc-targa-25/
y00209,1989,944,133000,Fair,20000,2021-01-20,https://bringatrailer.com/listing/1989-porsche-944-turbo-22/
y00210,1981,911,147000,Fair,37750,2021-01-20,https://bringatrailer.com/listing/1981-porsche-911sc-37/
y00211,2003,911,38000,Fair,35500,2021-01-21,https://bringatrailer.com/listing/2003-porsche-911-carrera-48/
y00212,1985,928,120000,Fair,14500,2021-01-21,https://bringatrailer.com/listing/1985-porsche-928s-43/
y00213,1983,911,94000,Fair,38250,2021-01-21,https://bringatrailer.com/listing/1983-porsche-911sc-targa-20/
y00214,2007,Cayman,31000,Fair,28000,2021-01-21,https://bringatrailer.com/listing/2007-porsche-cayman-26/
y00215,1990,944,93000,Fair,14000,2021-01-21,https://bringatrailer.com/listing/1990-porsche-944-s2-cabriolet-59/
y00216,1995,911,77000,Fair,35250,2021-01-21,https://bringatrailer.com/listing/1995-porsche-911-carrera-87/
y00217,1984,911,132000,Fair,55000,2021-01-21,https://bringatrailer.com/listing/1984-porsche-911-carrera-65/
y00218,2004,911,3,Fair,62000,2021-01-22,https://bringatrailer.com/listing/2004-porsche-911-gt3-24/
y00219,1969,912,18000,Fair,72000,2021-01-22,https://bringatrailer.com/listing/1969-porsche-912-53/
y00220,1987,911,127000,Fair,60500,2021-01-22,https://bringatrailer.com/listing/1987-porsche-911-carrera-57/
y00221,1991,911,19000,Fair,52500,2021-01-22,https://bringatrailer.com/listing/1991-porsche-911-carrera-2-42/
y00222,2003,Boxster,50000,Fair,22500,2021-01-22,https://bringatrailer.com/listing/2003-porsche-boxster-s-26/
y00223,2003,911,28000,Fair,54000,2021-01-22,https://bringatrailer.com/listing/2003-porsche-911-turbo-79/
y00224,2004,911,23000,Fair,47750,2021-01-22,https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-49/
y00225,1987,911,61000,Fair,56500,2021-01-25,https://bringatrailer.com/listing/1987-porsche-911-carrera-cabriolet-39/
y00226,1996,911,43000,Fair,82500,2021-01-25,https://bringatrailer.com/listing/1996-porsche-911-carrera-4s-45/
y00227,1972,914,67000,Fair,17250,2021-01-25,https://bringatrailer.com/listing/1972-porsche-914-32/
y00228,2019,911,3800,Fair,95500,2021-01-25,https://bringatrailer.com/listing/2019-porsche-carrera-cabriolet/
y00229,1979,911,80000,Fair,43500,2021-01-25,https://bringatrailer.com/listing/1979-porsche-911sc-44/
y00230,1986,944,52000,Fair,23944,2021-01-25,https://bringatrailer.com/listing/1986-porsche-944-turbo-168/
y00231,1966,912,81000,Fair,34000,2021-01-25,https://bringatrailer.com/listing/1966-porsche-912-coupe-46/
y00232,1970,911,353,Fair,61000,2021-01-26,https://bringatrailer.com/listing/1970-porsche-911e-15/
y00233,1981,928,21000,Fair,41000,2021-01-26,https://bringatrailer.com/listing/1981-porsche-928-26/
y00234,2009,911,126000,Fair,25000,2021-01-26,https://bringatrailer.com/listing/2009-porsche-cayenne-gts-27/
y00235,1999,911,68000,Fair,24500,2021-01-26,https://bringatrailer.com/listing/1999-porsche-911-carrera-166/
y00236,1994,968,121000,Fair,13250,2021-01-26,https://bringatrailer.com/listing/1994-porsche-968-27/
y00237,1994,928,95000,Fair,40250,2021-01-27,https://bringatrailer.com/listing/1994-porsche-928-gts-20/
y00238,2004,911,43000,Fair,42246,2021-01-27,https://bringatrailer.com/listing/2004-porsche-911-40th-anniversary-48/
y00239,2006,911,136000,Fair,29250,2021-01-27,https://bringatrailer.com/listing/2006-porsche-911-carrera-s-80/
y00240,2016,911,1200,Fair,187000,2021-01-27,https://bringatrailer.com/listing/2016-porsche-911-gt3rs-32/
y00241,1996,911,19000,Fair,176000,2021-01-28,https://bringatrailer.com/listing/1996-porsche-911-turbo-45/
y00242,1985,944,61000,Fair,11500,2021-01-28,https://bringatrailer.com/listing/1985-porsche-944-51/
y00243,2000,Boxster,46000,Fair,15500,2021-01-28,https://bringatrailer.com/listing/2000-porsche-boxster-33/
y00244,2006,911,75000,Fair,39911,2021-01-28,https://bringatrailer.com/listing/2006-porsche-911-carrera-4-8/
y00245,1997,911,53000,Fair,45000,2021-01-28,https://bringatrailer.com/listing/1997-porsche-911-993-c4-carrera-cabriolet/
y00246,1984,944,12000,Fair,24500,2021-01-29,https://bringatrailer.com/listing/1984-porsche-944-70/
