id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p00356,2021,911,17000,Fair,223000,155500,yes,"[""project/data/images/p00356_image_1.jpg"", ""project/data/images/p00356_image_10.jpg"", ""project/data/images/p00356_image_11.jpg"", ""project/data/images/p00356_image_12.jpg"", ""project/data/images/p00356_image_2.jpg"", ""project/data/images/p00356_image_3.jpg"", ""project/data/images/p00356_image_4.jpg"", ""project/data/images/p00356_image_5.jpg"", ""project/data/images/p00356_image_6.jpg"", ""project/data/images/p00356_image_7.jpg"", ""project/data/images/p00356_image_8.jpg"", ""project/data/images/p00356_image_9.jpg""]",project/data/descriptions/p00356_seller_description.txt,https://bringatrailer.com/listing/2021-porsche-911-turbo-coupe-s-7-2/
p00357,2018,911,3000,Fair,416000,243000,yes,"[""project/data/images/p00357_image_1.jpg"", ""project/data/images/p00357_image_10.jpg"", ""project/data/images/p00357_image_11.jpg"", ""project/data/images/p00357_image_12.jpg"", ""project/data/images/p00357_image_2.jpg"", ""project/data/images/p00357_image_3.jpg"", ""project/data/images/p00357_image_4.jpg"", ""project/data/images/p00357_image_5.jpg"", ""project/data/images/p00357_image_6.jpg"", ""project/data/images/p00357_image_7.jpg"", ""project/data/images/p00357_image_8.jpg"", ""project/data/images/p00357_image_9.jpg""]",project/data/descriptions/p00357_seller_description.txt,https://bringatrailer.com/listing/2018-porsche-911-gt2-rs-58/
p00358,2005,911,23000,Fair,115000,115000,no,"[""project/data/images/p00358_image_1.jpg"", ""project/data/images/p00358_image_10.jpg"", ""project/data/images/p00358_image_11.jpg"", ""project/data/images/p00358_image_12.jpg"", ""project/data/images/p00358_image_2.jpg"", ""project/data/images/p00358_image_3.jpg"", ""project/data/images/p00358_image_4.jpg"", ""project/data/images/p00358_image_5.jpg"", ""project/data/images/p00358_image_6.jpg"", ""project/data/images/p00358_image_7.jpg"", ""project/data/images/p00358_image_8.jpg"", ""project/data/images/p00358_image_9.jpg""]",project/data/descriptions/p00358_seller_description.txt,https://bringatrailer.com/listing/2005-porsche-911-gt3-28/
p00359,2019,911,6600,Excellent,443000,410000,yes,"[""project/data/images/p00359_image_1.jpg"", ""project/data/images/p00359_image_10.jpg"", ""project/data/images/p00359_image_11.jpg"", ""project/data/images/p00359_image_12.jpg"", ""project/data/images/p00359_image_2.jpg"", ""project/data/images/p00359_image_3.jpg"", ""project/data/images/p00359_image_4.jpg"", ""project/data/images/p00359_image_5.jpg"", ""project/data/images/p00359_image_6.jpg"", ""project/data/images/p00359_image_7.jpg"", ""project/data/images/p00359_image_8.jpg"", ""project/data/images/p00359_image_9.jpg""]",project/data/descriptions/p00359_seller_description.txt,https://bringatrailer.com/listing/2019-porsche-911-speedster-89/
p00360,1970,911,29000,Fair,126000,99996,yes,"[""project/data/images/p00360_image_1.jpg"", ""project/data/images/p00360_image_10.jpg"", ""project/data/images/p00360_image_11.jpg"", ""project/data/images/p00360_image_12.jpg"", ""project/data/images/p00360_image_2.jpg"", ""project/data/images/p00360_image_3.jpg"", ""project/data/images/p00360_image_4.jpg"", ""project/data/images/p00360_image_5.jpg"", ""project/data/images/p00360_image_6.jpg"", ""project/data/images/p00360_image_7.jpg"", ""project/data/images/p00360_image_8.jpg"", ""project/data/images/p00360_image_9.jpg""]",project/data/descriptions/p00360_seller_description.txt,https://bringatrailer.com/listing/1970-porsche-911t-coupe-82/
p00361,1997,911,260,Fair,201000,12161,yes,"[""project/data/images/p00361_image_1.jpg"", ""project/data/images/p00361_image_10.jpg"", ""project/data/images/p00361_image_11.jpg"", ""project/data/images/p00361_image_12.jpg"", ""project/data/images/p00361_image_2.jpg"", ""project/data/images/p00361_image_3.jpg"", ""project/data/images/p00361_image_4.jpg"", ""project/data/images/p00361_image_5.jpg"", ""project/data/images/p00361_image_6.jpg"", ""project/data/images/p00361_image_7.jpg"", ""project/data/images/p00361_image_8.jpg"", ""project/data/images/p00361_image_9.jpg""]",project/data/descriptions/p00361_seller_description.txt,https://bringatrailer.com/listing/1997-porsche-911-carrera-coupe-54/
p00362,1959,959,25,Fair,22250,18055,yes,"[""project/data/images/p00362_image_1.jpg"", ""project/data/images/p00362_image_10.jpg"", ""project/data/images/p00362_image_11.jpg"", ""project/data/images/p00362_image_12.jpg"", ""project/data/images/p00362_image_2.jpg"", ""project/data/images/p00362_image_3.jpg"", ""project/data/images/p00362_image_4.jpg"", ""project/data/images/p00362_image_5.jpg"", ""project/data/images/p00362_image_6.jpg"", ""project/data/images/p00362_image_7.jpg"", ""project/data/images/p00362_image_8.jpg"", ""project/data/images/p00362_image_9.jpg""]",project/data/descriptions/p00362_seller_description.txt,https://bringatrailer.com/listing/1959-porsche-junior-108l-tractor-6/
p00363,2014,911,123000,Fair,14500,30303,no,"[""project/data/images/p00363_image_1.jpg"", ""project/data/images/p00363_image_10.jpg"", ""project/data/images/p00363_image_11.jpg"", ""project/data/images/p00363_image_12.jpg"", ""project/data/images/p00363_image_2.jpg"", ""project/data/images/p00363_image_3.jpg"", ""project/data/images/p00363_image_4.jpg"", ""project/data/images/p00363_image_5.jpg"", ""project/data/images/p00363_image_6.jpg"", ""project/data/images/p00363_image_7.jpg"", ""project/data/images/p00363_image_8.jpg"", ""project/data/images/p00363_image_9.jpg""]",project/data/descriptions/p00363_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-cayenne-diesel-126/
p00364,2019,911,47000,Fair,38750,77101,no,"[""project/data/images/p00364_image_1.jpg"", ""project/data/images/p00364_image_10.jpg"", ""project/data/images/p00364_image_11.jpg"", ""project/data/images/p00364_image_12.jpg"", ""project/data/images/p00364_image_2.jpg"", ""project/data/images/p00364_image_3.jpg"", ""project/data/images/p00364_image_4.jpg"", ""project/data/images/p00364_image_5.jpg"", ""project/data/images/p00364_image_6.jpg"", ""project/data/images/p00364_image_7.jpg"", ""project/data/images/p00364_image_8.jpg"", ""project/data/images/p00364_image_9.jpg""]",project/data/descriptions/p00364_seller_description.txt,https://bringatrailer.com/listing/2019-porsche-cayenne-s-15/
p00365,2023,Cayman,3100,Fair,203000,130000,yes,"[""project/data/images/p00365_image_1.jpg"", ""project/data/images/p00365_image_10.jpg"", ""project/data/images/p00365_image_11.jpg"", ""project/data/images/p00365_image_12.jpg"", ""project/data/images/p00365_image_2.jpg"", ""project/data/images/p00365_image_3.jpg"", ""project/data/images/p00365_image_4.jpg"", ""project/data/images/p00365_image_5.jpg"", ""project/data/images/p00365_image_6.jpg"", ""project/data/images/p00365_image_7.jpg"", ""project/data/images/p00365_image_8.jpg"", ""project/data/images/p00365_image_9.jpg""]",project/data/descriptions/p00365_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-718-cayman-gt4-rs-65/
p00366,2023,911,17000,Fair,148000,128000,yes,"[""project/data/images/p00366_image_1.jpg"", ""project/data/images/p00366_image_10.jpg"", ""project/data/images/p00366_image_11.jpg"", ""project/data/images/p00366_image_12.jpg"", ""project/data/images/p00366_image_2.jpg"", ""project/data/images/p00366_image_3.jpg"", ""project/data/images/p00366_image_4.jpg"", ""project/data/images/p00366_image_5.jpg"", ""project/data/images/p00366_image_6.jpg"", ""project/data/images/p00366_image_7.jpg"", ""project/data/images/p00366_image_8.jpg"", ""project/data/images/p00366_image_9.jpg""]",project/data/descriptions/p00366_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-911-carrera-4-gts-cabriolet-3/
p00367,1994,968,154000,Fair,21500,18250,yes,"[""project/data/images/p00367_image_1.jpg"", ""project/data/images/p00367_image_10.jpg"", ""project/data/images/p00367_image_11.jpg"", ""project/data/images/p00367_image_12.jpg"", ""project/data/images/p00367_image_2.jpg"", ""project/data/images/p00367_image_3.jpg"", ""project/data/images/p00367_image_4.jpg"", ""project/data/images/p00367_image_5.jpg"", ""project/data/images/p00367_image_6.jpg"", ""project/data/images/p00367_image_7.jpg"", ""project/data/images/p00367_image_8.jpg"", ""project/data/images/p00367_image_9.jpg""]",project/data/descriptions/p00367_seller_description.txt,https://bringatrailer.com/listing/1994-porsche-968-coupe-34/
p00368,2016,Cayman,35000,Fair,80000,68743,yes,"[""project/data/images/p00368_image_1.jpg"", ""project/data/images/p00368_image_10.jpg"", ""project/data/images/p00368_image_11.jpg"", ""project/data/images/p00368_image_12.jpg"", ""project/data/images/p00368_image_2.jpg"", ""project/data/images/p00368_image_3.jpg"", ""project/data/images/p00368_image_4.jpg"", ""project/data/images/p00368_image_5.jpg"", ""project/data/images/p00368_image_6.jpg"", ""project/data/images/p00368_image_7.jpg"", ""project/data/images/p00368_image_8.jpg"", ""project/data/images/p00368_image_9.jpg""]",project/data/descriptions/p00368_seller_description.txt,https://bringatrailer.com/listing/2016-porsche-cayman-gt4-231/
p00369,2008,Boxster,42000,Fair,27777,39500,no,"[""project/data/images/p00369_image_1.jpg"", ""project/data/images/p00369_image_10.jpg"", ""project/data/images/p00369_image_11.jpg"", ""project/data/images/p00369_image_12.jpg"", ""project/data/images/p00369_image_2.jpg"", ""project/data/images/p00369_image_3.jpg"", ""project/data/images/p00369_image_4.jpg"", ""project/data/images/p00369_image_5.jpg"", ""project/data/images/p00369_image_6.jpg"", ""project/data/images/p00369_image_7.jpg"", ""project/data/images/p00369_image_8.jpg"", ""project/data/images/p00369_image_9.jpg""]",project/data/descriptions/p00369_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-boxster-rs-60-spyder-42/
p00370,2003,911,78000,Fair,35996,25300,yes,"[""project/data/images/p00370_image_1.jpg"", ""project/data/images/p00370_image_10.jpg"", ""project/data/images/p00370_image_11.jpg"", ""project/data/images/p00370_image_12.jpg"", ""project/data/images/p00370_image_2.jpg"", ""project/data/images/p00370_image_3.jpg"", ""project/data/images/p00370_image_4.jpg"", ""project/data/images/p00370_image_5.jpg"", ""project/data/images/p00370_image_6.jpg"", ""project/data/images/p00370_image_7.jpg"", ""project/data/images/p00370_image_8.jpg"", ""project/data/images/p00370_image_9.jpg""]",project/data/descriptions/p00370_seller_description.txt,https://bringatrailer.com/listing/2003-porsche-911-carrera-4s-coupe-57/
p00371,2011,911,52000,Fair,16500,68500,no,"[""project/data/images/p00371_image_1.jpg"", ""project/data/images/p00371_image_10.jpg"", ""project/data/images/p00371_image_11.jpg"", ""project/data/images/p00371_image_12.jpg"", ""project/data/images/p00371_image_2.jpg"", ""project/data/images/p00371_image_3.jpg"", ""project/data/images/p00371_image_4.jpg"", ""project/data/images/p00371_image_5.jpg"", ""project/data/images/p00371_image_6.jpg"", ""project/data/images/p00371_image_7.jpg"", ""project/data/images/p00371_image_8.jpg"", ""project/data/images/p00371_image_9.jpg""]",project/data/descriptions/p00371_seller_description.txt,https://bringatrailer.com/listing/2011-porsche-cayenne-s-23/
p00372,2013,Boxster,46000,Fair,45500,51500,no,"[""project/data/images/p00372_image_1.jpg"", ""project/data/images/p00372_image_10.jpg"", ""project/data/images/p00372_image_11.jpg"", ""project/data/images/p00372_image_12.jpg"", ""project/data/images/p00372_image_2.jpg"", ""project/data/images/p00372_image_3.jpg"", ""project/data/images/p00372_image_4.jpg"", ""project/data/images/p00372_image_5.jpg"", ""project/data/images/p00372_image_6.jpg"", ""project/data/images/p00372_image_7.jpg"", ""project/data/images/p00372_image_8.jpg"", ""project/data/images/p00372_image_9.jpg""]",project/data/descriptions/p00372_seller_description.txt,https://bringatrailer.com/listing/2013-porsche-boxster-s-53/
p00373,1990,911,8000,Excellent,955000,255050,yes,"[""project/data/images/p00373_image_1.jpg"", ""project/data/images/p00373_image_10.jpg"", ""project/data/images/p00373_image_11.jpg"", ""project/data/images/p00373_image_12.jpg"", ""project/data/images/p00373_image_2.jpg"", ""project/data/images/p00373_image_3.jpg"", ""project/data/images/p00373_image_4.jpg"", ""project/data/images/p00373_image_5.jpg"", ""project/data/images/p00373_image_6.jpg"", ""project/data/images/p00373_image_7.jpg"", ""project/data/images/p00373_image_8.jpg"", ""project/data/images/p00373_image_9.jpg""]",project/data/descriptions/p00373_seller_description.txt,https://bringatrailer.com/listing/1990-porsche-911-reimagined-by-singer/
p00374,2015,918,7000,Excellent,2301000,7450,yes,"[""project/data/images/p00374_image_1.jpg"", ""project/data/images/p00374_image_10.jpg"", ""project/data/images/p00374_image_11.jpg"", ""project/data/images/p00374_image_12.jpg"", ""project/data/images/p00374_image_2.jpg"", ""project/data/images/p00374_image_3.jpg"", ""project/data/images/p00374_image_4.jpg"", ""project/data/images/p00374_image_5.jpg"", ""project/data/images/p00374_image_6.jpg"", ""project/data/images/p00374_image_7.jpg"", ""project/data/images/p00374_image_8.jpg"", ""project/data/images/p00374_image_9.jpg""]",project/data/descriptions/p00374_seller_description.txt,https://bringatrailer.com/listing/2015-porsche-918-spyder-23/
p00375,1992,911,38000,Excellent,213964,390000,no,"[""project/data/images/p00375_image_1.jpg"", ""project/data/images/p00375_image_10.jpg"", ""project/data/images/p00375_image_11.jpg"", ""project/data/images/p00375_image_12.jpg"", ""project/data/images/p00375_image_2.jpg"", ""project/data/images/p00375_image_3.jpg"", ""project/data/images/p00375_image_4.jpg"", ""project/data/images/p00375_image_5.jpg"", ""project/data/images/p00375_image_6.jpg"", ""project/data/images/p00375_image_7.jpg"", ""project/data/images/p00375_image_8.jpg"", ""project/data/images/p00375_image_9.jpg""]",project/data/descriptions/p00375_seller_description.txt,https://bringatrailer.com/listing/1992-porsche-911-carrera-rs-43/
p00376,1993,911,25000,Fair,209000,185482,yes,"[""project/data/images/p00376_image_1.jpg"", ""project/data/images/p00376_image_10.jpg"", ""project/data/images/p00376_image_11.jpg"", ""project/data/images/p00376_image_12.jpg"", ""project/data/images/p00376_image_2.jpg"", ""project/data/images/p00376_image_3.jpg"", ""project/data/images/p00376_image_4.jpg"", ""project/data/images/p00376_image_5.jpg"", ""project/data/images/p00376_image_6.jpg"", ""project/data/images/p00376_image_7.jpg"", ""project/data/images/p00376_image_8.jpg"", ""project/data/images/p00376_image_9.jpg""]",project/data/descriptions/p00376_seller_description.txt,https://bringatrailer.com/listing/1993-porsche-911-rs-america-71/
p00377,1990,911,80,Excellent,1100000,1100000,no,"[""project/data/images/p00377_image_1.jpg"", ""project/data/images/p00377_image_10.jpg"", ""project/data/images/p00377_image_11.jpg"", ""project/data/images/p00377_image_12.jpg"", ""project/data/images/p00377_image_2.jpg"", ""project/data/images/p00377_image_3.jpg"", ""project/data/images/p00377_image_4.jpg"", ""project/data/images/p00377_image_5.jpg"", ""project/data/images/p00377_image_6.jpg"", ""project/data/images/p00377_image_7.jpg"", ""project/data/images/p00377_image_8.jpg"", ""project/data/images/p00377_image_9.jpg""]",project/data/descriptions/p00377_seller_description.txt,https://bringatrailer.com/listing/1990-porsche-911-carrera-targa-singer/
p00378,1992,911,10000,Excellent,964911,469999,yes,"[""project/data/images/p00378_image_1.jpg"", ""project/data/images/p00378_image_10.jpg"", ""project/data/images/p00378_image_11.jpg"", ""project/data/images/p00378_image_12.jpg"", ""project/data/images/p00378_image_2.jpg"", ""project/data/images/p00378_image_3.jpg"", ""project/data/images/p00378_image_4.jpg"", ""project/data/images/p00378_image_5.jpg"", ""project/data/images/p00378_image_6.jpg"", ""project/data/images/p00378_image_7.jpg"", ""project/data/images/p00378_image_8.jpg"", ""project/data/images/p00378_image_9.jpg""]",project/data/descriptions/p00378_seller_description.txt,https://bringatrailer.com/listing/1992-porsche-911-carrera-2-singer/
p00379,1955,356,3000,Excellent,260000,330000,no,"[""project/data/images/p00379_image_1.jpg"", ""project/data/images/p00379_image_10.jpg"", ""project/data/images/p00379_image_11.jpg"", ""project/data/images/p00379_image_12.jpg"", ""project/data/images/p00379_image_2.jpg"", ""project/data/images/p00379_image_3.jpg"", ""project/data/images/p00379_image_4.jpg"", ""project/data/images/p00379_image_5.jpg"", ""project/data/images/p00379_image_6.jpg"", ""project/data/images/p00379_image_7.jpg"", ""project/data/images/p00379_image_8.jpg"", ""project/data/images/p00379_image_9.jpg""]",project/data/descriptions/p00379_seller_description.txt,https://bringatrailer.com/listing/1955-porsche-356-pre-a-speedster-7/
p00380,2023,Boxster,5000,Fair,96256,125000,no,"[""project/data/images/p00380_image_1.jpg"", ""project/data/images/p00380_image_10.jpg"", ""project/data/images/p00380_image_11.jpg"", ""project/data/images/p00380_image_12.jpg"", ""project/data/images/p00380_image_2.jpg"", ""project/data/images/p00380_image_3.jpg"", ""project/data/images/p00380_image_4.jpg"", ""project/data/images/p00380_image_5.jpg"", ""project/data/images/p00380_image_6.jpg"", ""project/data/images/p00380_image_7.jpg"", ""project/data/images/p00380_image_8.jpg"", ""project/data/images/p00380_image_9.jpg""]",project/data/descriptions/p00380_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-718-boxster-gts-4-0-6/
p00381,2020,Cayman,9000,Fair,143000,125138,yes,"[""project/data/images/p00381_image_1.jpg"", ""project/data/images/p00381_image_10.jpg"", ""project/data/images/p00381_image_11.jpg"", ""project/data/images/p00381_image_12.jpg"", ""project/data/images/p00381_image_2.jpg"", ""project/data/images/p00381_image_3.jpg"", ""project/data/images/p00381_image_4.jpg"", ""project/data/images/p00381_image_5.jpg"", ""project/data/images/p00381_image_6.jpg"", ""project/data/images/p00381_image_7.jpg"", ""project/data/images/p00381_image_8.jpg"", ""project/data/images/p00381_image_9.jpg""]",project/data/descriptions/p00381_seller_description.txt,https://bringatrailer.com/listing/2020-porsche-718-cayman-gt4-clubsport-2/
p00382,2018,Boxster,51000,Fair,35500,41750,no,"[""project/data/images/p00382_image_1.jpg"", ""project/data/images/p00382_image_10.jpg"", ""project/data/images/p00382_image_11.jpg"", ""project/data/images/p00382_image_12.jpg"", ""project/data/images/p00382_image_2.jpg"", ""project/data/images/p00382_image_3.jpg"", ""project/data/images/p00382_image_4.jpg"", ""project/data/images/p00382_image_5.jpg"", ""project/data/images/p00382_image_6.jpg"", ""project/data/images/p00382_image_7.jpg"", ""project/data/images/p00382_image_8.jpg"", ""project/data/images/p00382_image_9.jpg""]",project/data/descriptions/p00382_seller_description.txt,https://bringatrailer.com/listing/2018-porsche-panamera-4-e-hybrid-10/
p00383,1982,911,148000,Fair,130000,47250,yes,"[""project/data/images/p00383_image_1.jpg"", ""project/data/images/p00383_image_10.jpg"", ""project/data/images/p00383_image_11.jpg"", ""project/data/images/p00383_image_12.jpg"", ""project/data/images/p00383_image_2.jpg"", ""project/data/images/p00383_image_3.jpg"", ""project/data/images/p00383_image_4.jpg"", ""project/data/images/p00383_image_5.jpg"", ""project/data/images/p00383_image_6.jpg"", ""project/data/images/p00383_image_7.jpg"", ""project/data/images/p00383_image_8.jpg"", ""project/data/images/p00383_image_9.jpg""]",project/data/descriptions/p00383_seller_description.txt,https://bringatrailer.com/listing/1982-porsche-911sc-176/
p00384,1978,911,92000,Fair,100911,52500,yes,"[""project/data/images/p00384_image_1.jpg"", ""project/data/images/p00384_image_10.jpg"", ""project/data/images/p00384_image_11.jpg"", ""project/data/images/p00384_image_12.jpg"", ""project/data/images/p00384_image_2.jpg"", ""project/data/images/p00384_image_3.jpg"", ""project/data/images/p00384_image_4.jpg"", ""project/data/images/p00384_image_5.jpg"", ""project/data/images/p00384_image_6.jpg"", ""project/data/images/p00384_image_7.jpg"", ""project/data/images/p00384_image_8.jpg"", ""project/data/images/p00384_image_9.jpg""]",project/data/descriptions/p00384_seller_description.txt,https://bringatrailer.com/listing/1978-porsche-911sc-16-2-2/
p00385,1974,914,42000,Fair,55514,19000,yes,"[""project/data/images/p00385_image_1.jpg"", ""project/data/images/p00385_image_10.jpg"", ""project/data/images/p00385_image_11.jpg"", ""project/data/images/p00385_image_12.jpg"", ""project/data/images/p00385_image_2.jpg"", ""project/data/images/p00385_image_3.jpg"", ""project/data/images/p00385_image_4.jpg"", ""project/data/images/p00385_image_5.jpg"", ""project/data/images/p00385_image_6.jpg"", ""project/data/images/p00385_image_7.jpg"", ""project/data/images/p00385_image_8.jpg"", ""project/data/images/p00385_image_9.jpg""]",project/data/descriptions/p00385_seller_description.txt,https://bringatrailer.com/listing/1974-porsche-914-175/
p00386,1991,911,72,Excellent,1100000,1100000,no,"[""project/data/images/p00386_image_1.jpg"", ""project/data/images/p00386_image_10.jpg"", ""project/data/images/p00386_image_11.jpg"", ""project/data/images/p00386_image_12.jpg"", ""project/data/images/p00386_image_2.jpg"", ""project/data/images/p00386_image_3.jpg"", ""project/data/images/p00386_image_4.jpg"", ""project/data/images/p00386_image_5.jpg"", ""project/data/images/p00386_image_6.jpg"", ""project/data/images/p00386_image_7.jpg"", ""project/data/images/p00386_image_8.jpg"", ""project/data/images/p00386_image_9.jpg""]",project/data/descriptions/p00386_seller_description.txt,https://bringatrailer.com/listing/1991-porsche-911-targa-singer/
p00387,2026,911,183,Fair,237500,12161,yes,"[""project/data/images/p00387_image_1.jpg"", ""project/data/images/p00387_image_10.jpg"", ""project/data/images/p00387_image_11.jpg"", ""project/data/images/p00387_image_12.jpg"", ""project/data/images/p00387_image_2.jpg"", ""project/data/images/p00387_image_3.jpg"", ""project/data/images/p00387_image_4.jpg"", ""project/data/images/p00387_image_5.jpg"", ""project/data/images/p00387_image_6.jpg"", ""project/data/images/p00387_image_7.jpg"", ""project/data/images/p00387_image_8.jpg"", ""project/data/images/p00387_image_9.jpg""]",project/data/descriptions/p00387_seller_description.txt,https://bringatrailer.com/listing/2026-porsche-911-targa-4-gts/
p00388,2008,911,76000,Fair,88000,65000,yes,"[""project/data/images/p00388_image_1.jpg"", ""project/data/images/p00388_image_10.jpg"", ""project/data/images/p00388_image_11.jpg"", ""project/data/images/p00388_image_12.jpg"", ""project/data/images/p00388_image_2.jpg"", ""project/data/images/p00388_image_3.jpg"", ""project/data/images/p00388_image_4.jpg"", ""project/data/images/p00388_image_5.jpg"", ""project/data/images/p00388_image_6.jpg"", ""project/data/images/p00388_image_7.jpg"", ""project/data/images/p00388_image_8.jpg"", ""project/data/images/p00388_image_9.jpg""]",project/data/descriptions/p00388_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-911-turbo-coupe-69/
p00389,2023,Cayman,858,Fair,84000,126500,no,"[""project/data/images/p00389_image_1.jpg"", ""project/data/images/p00389_image_10.jpg"", ""project/data/images/p00389_image_11.jpg"", ""project/data/images/p00389_image_12.jpg"", ""project/data/images/p00389_image_2.jpg"", ""project/data/images/p00389_image_3.jpg"", ""project/data/images/p00389_image_4.jpg"", ""project/data/images/p00389_image_5.jpg"", ""project/data/images/p00389_image_6.jpg"", ""project/data/images/p00389_image_7.jpg"", ""project/data/images/p00389_image_8.jpg"", ""project/data/images/p00389_image_9.jpg""]",project/data/descriptions/p00389_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-718-cayman-gts-4-0-13/
p00390,1961,911,25,Fair,25251,12161,yes,"[""project/data/images/p00390_image_1.jpg"", ""project/data/images/p00390_image_10.jpg"", ""project/data/images/p00390_image_11.jpg"", ""project/data/images/p00390_image_12.jpg"", ""project/data/images/p00390_image_2.jpg"", ""project/data/images/p00390_image_3.jpg"", ""project/data/images/p00390_image_4.jpg"", ""project/data/images/p00390_image_5.jpg"", ""project/data/images/p00390_image_6.jpg"", ""project/data/images/p00390_image_7.jpg"", ""project/data/images/p00390_image_8.jpg"", ""project/data/images/p00390_image_9.jpg""]",project/data/descriptions/p00390_seller_description.txt,https://bringatrailer.com/listing/1961-porsche-junior-diesel-tractor-4/
p00391,2023,911,2500,Fair,234000,166000,yes,"[""project/data/images/p00391_image_1.jpg"", ""project/data/images/p00391_image_10.jpg"", ""project/data/images/p00391_image_11.jpg"", ""project/data/images/p00391_image_12.jpg"", ""project/data/images/p00391_image_2.jpg"", ""project/data/images/p00391_image_3.jpg"", ""project/data/images/p00391_image_4.jpg"", ""project/data/images/p00391_image_5.jpg"", ""project/data/images/p00391_image_6.jpg"", ""project/data/images/p00391_image_7.jpg"", ""project/data/images/p00391_image_8.jpg"", ""project/data/images/p00391_image_9.jpg""]",project/data/descriptions/p00391_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-911-turbo-s-cabriolet-12/
p00392,1984,911,86000,Fair,61000,48000,yes,"[""project/data/images/p00392_image_1.jpg"", ""project/data/images/p00392_image_10.jpg"", ""project/data/images/p00392_image_11.jpg"", ""project/data/images/p00392_image_12.jpg"", ""project/data/images/p00392_image_2.jpg"", ""project/data/images/p00392_image_3.jpg"", ""project/data/images/p00392_image_4.jpg"", ""project/data/images/p00392_image_5.jpg"", ""project/data/images/p00392_image_6.jpg"", ""project/data/images/p00392_image_7.jpg"", ""project/data/images/p00392_image_8.jpg"", ""project/data/images/p00392_image_9.jpg""]",project/data/descriptions/p00392_seller_description.txt,https://bringatrailer.com/listing/1984-porsche-911-carrera-targa-75/
p00393,,935,930,Excellent,1450000,,no,,project/data/descriptions/p00393_seller_description.txt,https://bringatrailer.com/listing/1983-porsche-935/
p00394,,Cayman,25,Fair,1750,,no,,project/data/descriptions/p00394_seller_description.txt,https://bringatrailer.com/listing/advan-gt-for-porsche-forged-staggered-wheels/
p00395,2023,Boxster,6000,Fair,106000,125000,no,"[""project/data/images/p00395_image_1.jpg"", ""project/data/images/p00395_image_10.jpg"", ""project/data/images/p00395_image_11.jpg"", ""project/data/images/p00395_image_12.jpg"", ""project/data/images/p00395_image_2.jpg"", ""project/data/images/p00395_image_3.jpg"", ""project/data/images/p00395_image_4.jpg"", ""project/data/images/p00395_image_5.jpg"", ""project/data/images/p00395_image_6.jpg"", ""project/data/images/p00395_image_7.jpg"", ""project/data/images/p00395_image_8.jpg"", ""project/data/images/p00395_image_9.jpg""]",project/data/descriptions/p00395_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-718-spyder-26/
p00396,2000,Boxster,62000,Fair,48200,18250,yes,"[""project/data/images/p00396_image_1.jpg"", ""project/data/images/p00396_image_10.jpg"", ""project/data/images/p00396_image_11.jpg"", ""project/data/images/p00396_image_12.jpg"", ""project/data/images/p00396_image_2.jpg"", ""project/data/images/p00396_image_3.jpg"", ""project/data/images/p00396_image_4.jpg"", ""project/data/images/p00396_image_5.jpg"", ""project/data/images/p00396_image_6.jpg"", ""project/data/images/p00396_image_7.jpg"", ""project/data/images/p00396_image_8.jpg"", ""project/data/images/p00396_image_9.jpg""]",project/data/descriptions/p00396_seller_description.txt,https://bringatrailer.com/listing/2000-porsche-boxster-s-175/
p00397,1968,912,11000,Fair,110000,58000,yes,"[""project/data/images/p00397_image_1.jpg"", ""project/data/images/p00397_image_10.jpg"", ""project/data/images/p00397_image_11.jpg"", ""project/data/images/p00397_image_12.jpg"", ""project/data/images/p00397_image_2.jpg"", ""project/data/images/p00397_image_3.jpg"", ""project/data/images/p00397_image_4.jpg"", ""project/data/images/p00397_image_5.jpg"", ""project/data/images/p00397_image_6.jpg"", ""project/data/images/p00397_image_7.jpg"", ""project/data/images/p00397_image_8.jpg"", ""project/data/images/p00397_image_9.jpg""]",project/data/descriptions/p00397_seller_description.txt,https://bringatrailer.com/listing/1968-porsche-912-emory-outlaw/
p00398,1987,962,25,Excellent,960000,9300,yes,"[""project/data/images/p00398_image_1.jpg"", ""project/data/images/p00398_image_10.jpg"", ""project/data/images/p00398_image_11.jpg"", ""project/data/images/p00398_image_12.jpg"", ""project/data/images/p00398_image_2.jpg"", ""project/data/images/p00398_image_3.jpg"", ""project/data/images/p00398_image_4.jpg"", ""project/data/images/p00398_image_5.jpg"", ""project/data/images/p00398_image_6.jpg"", ""project/data/images/p00398_image_7.jpg"", ""project/data/images/p00398_image_8.jpg"", ""project/data/images/p00398_image_9.jpg""]",project/data/descriptions/p00398_seller_description.txt,https://bringatrailer.com/listing/1987-porsche-962/
